document	label
방은 따뜻한가요?	1
차로 15분 거리입니다	0
목살 구이용이 얼마죠	1
그럼 종합 감기약으로 드릴게요	0
콩쿠르는 시기가 언제예요?	1
네 그거는 고리예요	0
여기 영업시간이 어떻게 되나요?	1
체크인 되나요?	1
더블룸으로 안내해 드릴게요	0
혹시 이 옷 다른 사이즈가 있을까요?	1
붙이는건 안하고 있어요	0
옆에 거는 가죽이에요 검은색?	1
돼지고기 등심이랑 국거리용 고기, 두 가지 하셔서 총 25800원이에요	0
그게 원래는 얼마예요?	1
네 포장해드릴게요	0
티는 그럼 얼마에요	1
카카오페이나 삼성페이도 혹시 가능한가요?	1
할인 없습니다	0
아뇨 저기 있는 게 다예요	0
귤은 둘 다 제주도 거예요	0
아파트 안에 주차하셔야 돼요	0
밀크티 라떼랑 카페라떼랑 뭐가 달라요?	1
가격은 얼마예요?	1
이건 가격은 얼마나 하나요?	1
네	0
네	0
지정석은 남녀분리되어 있어서 바꿀 수 있고, 자율석은 남녀공용 입니다	0
싱글룸은 없나요?	1
셀프예요?	1
10시까지 오시면 되세요	0
네 해드리죠	0
큰 방은 32만원이세요	0
특별히 회화반은 없죠?	1
네. 저희는 오메기떡 전문집입니다.	0
이 모델로 검은 색상이 있나요?	1
남자 옷 어깨 안에 새까만 천으로 돼 있는데, 세탁 가능한가요?	1
와아파이가 설치되어 있나요?	1
제가 애한테 한 번 물어보고 전화드릴게요 몇시쯤에 전화할까요?	1
그레이로 하면 탈색도 해야 하지 않나요?	1
두피클리닉은요	0
냉장고도 있나요?	1
여기는 금 매입도 해요?	1
메신저 백 찾고 있는데요	1
사과 1개 당 얼마인가요?	1
네 PC에서 주문 가능합니다	0
수업 끝나고 개인적으로 공부 좀 하다 가도 되나요?	1
운전을 해야 하는데 졸리진 않나요?	1
네	0
아니요 일식도 있고 한식도 있고 다 있어요	0
천연 염색은 얼마에요?	1
이 코트 색상은 하나뿐이에요?	1
네, 곰보빵에 크림 넣어 드려요	0
네, 있습니다.	0
오래된 거 아니죠?	1
우리 나이대에 이 정도 쓰면 되는 거예요?	1
제일 수분 많은 게, 25200원이요	0
네 그래서 가볍습니다	0
낱개는 7천원이고 두 개 하시면 13000원에 드려요	0
요즘 땅 시세는 얼마나 하나요?	1
열시에 문 닫아요	0
가죽이요	0
네 그럼요	0
상가는 중개보수가 어느 정도 되나요?	1
카카오페이는 안 되고 삼성페이랑 엘지페이는 가능합니다	0
그거 주문하면 오는데 시간이 얼마나 걸리나요?	1
쿠폰 있는데 사용 어떻게 하나요?	1
세트메뉴가 따로 있는데 사이드로 뭐가 나와요?	1
네 프린트됩니다	0
런닝이 두껍게는 나오지 않아요	0
네 여기 있습니다	0
한 명이 닭 한 마리 먹으셔야 해요	0
이 제과점은 마늘 크림 바게트랑 허니 브레드가 잘 나가요	0
죄송하지만 영업은 몇 시부터 몇 시까지 하세요?	1
탈모 시술을 한 번 받아보고 싶은데 추천할만한 게 있으세요?	1
네, 카푸치노 따뜻하게 준비해드리겠습니다	0
계약금은 언제까지 드릴까요?	1
딸기 프로티펀치는 뭐예요?	1
회화기초반 선생님은 나이가 얼마나 되신 분이세요?	1
1+1 행사는 언제까지 해요?	1
할인은 합니까?	1
멤버십 회원으로 가입하시면 할인 쿠폰이 발행됩니다	0
근데 전세가 굉장히 귀해요	0
이쪽은 초등용이에요?	1
빌라 전세 나온 게 있을까요?	1
네, 그럼요	0
파채는 서비스로 드리고 있어요	0
밖에 있는 아이보리 저거는 어떻게 입는 건가요?	1
네	0
색 바래지는 거는 제품에 따라서 달라요	0
교육비는 어떻게 돼요?	1
계좌이체 가능해요?	1
화장실은 남녀 분리 되어 있어요?	1
이런 거는 물세탁 됩니까?	1
좀 있어요	0
9명까지 동시 숙박이 가능해요	0
네 영수증 드리겠습니다	0
어디 말씀하시는 건가요	1
이거 햄치즈는 얼마에요?	1
주먹밥도 하나 추가해 주세요	1
제가 보여 드릴게요	0
네 이틀 전 아주 좋은 방이 나온 게 있습니다	0
지금 쿠키 있나요?	1
네 바닥과 느낌만 보시면 돼요	0
물은 셀프로 마시면 되는가요?	1
흡연실도 따로 마련이 되어 있나요?	1
담배 피면서 해도 괜찮나요?	1
이 기프티콘으로 대체할 수 있는 시즌 메뉴는 무엇인가요?	1
신축이에요? 	1
건물 지하 1층에 주차장 있습니다	0
세탁은 여기에서 하는거에요?	1
네, 저희 다음 식빵 나오는 시간이 십분 뒤예요	0
가능합니다	0
여기 세우면 무료죠?	1
그걸로 할게요 할부되나요?	1
진동벨 안 주시나요?	1
네	0
휴무일은 언제인가요?	1
오픈 시간은 오전 10시입니다	0
80평 정도도 괜찮습니다	1
주름 있는 쪽이 앞인가요?	1
그럼 이번에 나온 오곡 라테 추천해드려요	0
네	0
대실로 주세요	1
아파트 계약 마흔다섯평 짜리 가격은?	1
여기 파마비는 얼마에요?	1
큐브 피자인가? 새로 나온 거예요?	1
일반 1인실이랑 성인 1인실이랑 다르네요?	1
저희 팀원이 한 명 비는데 같이 치면 안 될까요?	1
자동이체해도 돼요?	1
드라이 크리닝 해야 하나요?	1
복지카드는 원플러스원 커플요금제입니다	0
콜드브루 아인슈페너는 콜드브루 원액에 생크림 넣은 거에요	0
네 그럼요	0
큰 방 말고 독채도 있나요?	1
주문 나오는데 얼마나 걸리나요?	1
학기 중에 3일만 오다가 방학때 5일 와도 될까요?	1
예약 되셨어요	0
빨간 사과는 한 봉지에 만 원이에요.	0
우유는 이천원이에요	0
수선하려면 며칠 걸리나요?	1
안쪽에 들어가서 오른쪽에 있어요	0
이 근처로 이사하게 되서 집 어떤게 있는지 모르는데, 보여주실래요?	1
오분 거리에 버스 정류장 있어요	0
봄 제품이 벌써 나오나요?	1
네, 현금 십 일만원에 드릴게요	0
네 나와있는 곳이 지금 현재는 이곳뿐이네요	0
네. 싱싱한 걸로 골라드릴께요.	0
안경을 쓴 상태로 운동하는 건 아무래도 좀 위험하겠죠?	1
중1들은 6시 20분부터 8시 10분까지 수업이에요 테스트나 과제 첨삭 같은 것들 해서 한 네시간 정도 남아있을 수도 있고요	0
그건 신상이라 4만 5천 원이에요	0
이거 가격은 얼마나 하나요?	1
여기는 멸치 젓 넣고 해요? 안 넣고는 못 하나요?	1
네, 똑같아요	0
쌀 안가져오면 얼마예요?	1
예. 제품에 스킨, 에센스 포함되어 있고 양이 많아요, 두배예요.	0
살짝 펄이 들어간 버건디 색상의 섀도가 유행이에요	0
로션 찾고 있는데요	1
주차장이 따로 있나요?	1
보석이 많이 달려있고 원래는 6만 원도 넘는거예요	0
20명 들어갈 방 있나요?	1
아버지 생신 선물할 예정인데 추천해 주세요	1
한 팩에 삼천원 두 팩에 오천원이요	0
네 저쪽 코너에 오른쪽으로 보시면 흡연실 있습니다	0
소심한 애들은 집중적으로 어울리도록 지도를 하거든요	0
애들 처음 오면 뭐부터 가르치나요?	1
캐리어 보관은 몇 시까지 가능한가요?	1
중학생 8시 반 이후로 있어요 운동 제대로 할 애들은 그 시간쯤 오죠	0
애니메이션학과를 많이 갑니다	0
동태전이랑 동그랑땡 해서 만 원에 드릴게요	0
슬리퍼도 사려고 하는데, 어디에 있나요?	1
지금 주문하면 내일 몇 시에 돼요?	1
네 청바지 스키니 바지 그런 거 입으시면 따뜻해요	0
네 맞아요	0
정수기 옆에 보면 씨링있어요	0
네 오른쪽에 피팅룸 있습니다	0
요즘 어떤 과일이 맛있어요?	1
당구장까지 오는 짜장면 집 있나요?	1
네 가능합니다	0
여기 복지카드 할인되죠?	1
배달시켜 먹으려는데 배달되는 가게 중에 괜찮은 곳 좀 추천해 주실래요?	1
그런 건 안돼요	0
박스로 포장해주세요	1
저희 친정엄마 사드리려고 보고 있는 데 뭐가 좋을까요?	1
오피스텔 상가 사무실이에요	0
클래식은 고전음악이구요?	1
네 배달합니다	0
와플은 하는데 시간이 좀 걸려요?	1
아크릴도 드라이해야 해요?	1
네 있습니다	0
양복 수선되나요?	1
한 게임에 얼마죠?	1
수강료는?	1
두 조각씩 먹으면 네 명이서 먹습니다	0
아니요, 일요일은 영업하지 않습니다.	0
포장이 많죠?	1
카페라떼는 사천 백 원인가요?	1
네	0
4시 반까지만 올 수 있으면 가능해요	0
네, 요즘 떡으로 답례품을 하시는 곳이 많습니다	0
네 와플같은 디저트입니다	0
요런 크로스백은 얼마씩 해요?	1
네 번호 적어주세요	0
네	0
저 청바지는 왜 이리 싸요?	1
맞으실 것 같은데요	0
잼은 유기농 인가요?	1
삼성페이나 카카오페이도 가능한건가요?	1
좀 싼 건 없어요?	1
컬은 나올 것 같은데 영양을 하시는 걸 추천드려요	0
7시부터예요	0
언제 찾으러 오면 될까요?	1
해산물은 어떤 거 들어가요?	1
수업 운영은 어떤 방식으로 진행되나요?	1
지하철역 바로 옆에 있습니다	0
오전 10시까지이에요	0
메뉴만 말씀해 주시면 돼요	0
혹시 밑반찬 말고 메인용 반찬도 있나요?	1
열 명이면 세트 위주로 시키는게 나으실 거에요. 3인 기준이라 한 3 세트 정도 드셔보시고 부족하시면 더 추가하시면 되구요	0
일억 사천만 원이면 구천만 원 정도하고, 나머지는 한 5천만 원에서 6천 만원정도예요	0
예약번호가 있는데 왜 이름이 없어요?	1
아무래도 유분기 쪽이 더 크다고 생각해요	0
오늘 세탁물 예약하고 싶은데 대기해야 해요?	1
객실 확인 좀 해주실래요?	1
20년 넘었지요	0
이게 스킨이에요?	1
카드도 좋아요	0
네 신축성이 좀 없죠	0
네 오늘 상태가 아주 좋습니다	0
#주소# 말고 좀 내려오면 #주소# 쪽은요?	1
머신에서 원하는 사용시간만큼 선결제하고 이용하시면 됩니다	0
네 가능합니다	0
네, 모카초코케이크에요. 모카초코케이크는 만육천원이에요	0
적립 하나 만들어 주세요	1
토지 임대가를 좀 조정했으면 하는데 가능한가요?	1
10시간 단위로 정액제 하시면 할인도 되고 1시간 무료 서비스 있습니다	0
어디에 앉으면 되나요?	1
그린라떼는 커피 안들어갑니다	0
제 생각에는 색이 빠진 것 같아요	0
이 조끼는 얼마인가요?	1
이 딸기는 만이천 원이에요.	0
뭐드러갔슈는 뭐예요?	1
아직 카카오페이 결제는 안 됩니다	0
제가 목걸이랑 세트로 하려고 하는데	1
네 다음 몇 가지 제품들을 소개해드리겠습니다. 	0
왜 안돼요?	1
1박에 3만 원이에요	0
계추하려면 미리 예약해야 돼요?	1
저가 상품 중에서 여자가 쓰는 것은 어떤게 잘 나가나요?	1
엑셀로 자료를 좀 뽑으려면 한 장당 얼마나 하나요?	1
우렁이 된장 우렁이는 국산 거예요?	1
보증금은 어떻게 되나요?	1
한과 같은 경우는 미리 주문해주셔야 해요	0
회화 쪽은 팀을 짜서 의뢰가 들어오는 경우를 제외하고는 YTM 위주의 영작 쪽으로 많이 하고 있어요	0
근처에 마트가 있나요?	1
요즘 염색은 얼마나 해요?	1
다른 색은 어떤 게 있나요?	1
그 가방은 일제예요	0
네 두 가지 색상이예요	0
여기 있습니다	0
부모님께 선물 드릴 옷을 사려는데 사이즈가 어떤 게 있죠?	1
이 제품은 얼마나 세일 된 거예요?	1
한 달에 얼마에요?	1
어떻게 다른데요?	1
오히려 겨울께 더 많이 나갑니다.	0
와인에이드가 뭐예요?	1
음료수 따로 추가할 수 있어요?	1
그러면 우동이랑 새우 세 개 하면 얼마예요?	1
그 옆에 있어요	0
네, 새우 크로켓 하나랑 호두 식빵 드릴게요	0
주말은 토요일은 여섯시까지 영업하고, 일요일은 휴무입니다	0
아 그럼 겨울에만 판매되는 메뉴는 있나요?	1
보통 칠십 평에서 팔십 평 사이에요	0
지금 세일하는 건가요?	1
달라고 하시면 돼요	0
다양한 종류의 마스크를 판매하고 있어요	0
카카오톡 선물로 받은 상품권으로 결제할 수 있나요?	1
쿠폰도 주실 수 있나요?	1
#주소#는 십이 개월 전부 일시불로 내야 돼요	0
검은색하고 원래 밤색있는데 다 나갔어요	0
다른 디자인은 없나요?	1
문 여신지 오래 되셨어예?	1
네, 딸 사 드릴 거 추천해드릴게요	0
이 제품 하나를 사면 긴 끈이랑 이 가방 두 개까지 해서 세트예요	0
저기 주전자 있어요	0
김치는 요새 어떻게 해요?	1
네 많이 비치지는 않을 거예요	0
그거 쓰면은 머리 좀 매끈해질까요?	1
성수기라 쿠폰 사용은 안 돼요	0
여기 3만 5천 원입니다	0
저 호텔 앱 통해 예약했는데요	1
상인 1동까지 배달 돼요?	1
주차는 어떻게 해요?	1
헬스장은 오전 여섯 시부터 저녁 열한 시까지 이용이에요	0
네, 얼마인가요?	1
예약해서 통째로 쓰시면 돼요	0
가져온 짐만 프런트에 맡길 수 있을까요?	1
네	0
토핑이나 샷 추가하려는데 추가금액 있어요?	1
애들 무슨 피자 좋아하나요 중고등학생들은?	1
당연히 현금 결제 가능합니다	0
요거는 뭐예요?	1
머스켓은 얼마에요?	1
네 저녁 열두시까지 가능해요	0
오늘 딱 맞게 오셨네요	0
네, 남는 방 있어요	0
주문하면 시간은 얼마쯤 걸려요?	1
청소년들은 10시까지 사용 가능합니다	0
샌들은 왜 할인하는 거예요?	1
파마 할 수 있는 다른 미용실 추천해주시겠어요?	1
복도로 나가시면 문앞에 비밀번호 보고 가시면 됩니다	0
8센티인데 굉장히 편해요	0
아 그럼 270으로 주실 수 있을까요?	1
아직 배달이 안 왔는데 언제쯤 도착하나요?	1
세 명인데 어디에 앉을까요?	1
진동벨로 알려드리겠습니다	0
예약했는데 어디로 가면 되나요?	1
500원입니다	0
부동산은 몇 시부터 몇 시까지 하나요?	1
색깔 이렇게 있어요	0
배송이나 픽업이나 포장 방법은 똑같나요?	1
간석 사거리 부근에 크게 나온 게 있습니다	0
네, 모두 방금 구워 나온 빵들이에요	0
도배 장판은 해주나요?	1
2주 해독 다이어트라는 제품은 어떻게 먹는 거예요?	1
신고 아래에 거울로 확인하세요	0
#주소#는 매매가가 얼마죠?	1
예	0
민트아메리카노는 어떤 거예요?	1
네 있습니다	0
일회용인데 며칠 더 써도 돼요?	1
그 신발 디자인 검은색이 이거에요	0
에뜨르 가방인데 위에 손잡이 수선하는데 얼마쯤 들어요?	1
그럼 세트로 콜라랑 감자튀김이죠? 다른 건 안 나오나요?	1
비회원은 한 시간에 1000원이고 회원은 한 시간에 800원이에요	0
이 운동화가 발 볼이 넓은 분들께 편할 거 같아요	0
팬케이크 안에는 아무것도 없고, 커스터드 크림이랑 같이 준비해드립니다	0
이 제품이에요	0
전 상품 이십 프로 들어가고요 특별히 저렴한 거는 앞에 있어요	0
가격은 어떻게 되나요?	1
금 덩어리는 얼마예요?	1
작은 거는 없는데요	0
교실 수가 모두 몇 개인가요?	1
조식도 포함되나요?	1
이 떡은 얼마쯤 해요, 인절미하고 섞어서?	1
이 가방 가죽은 좋은 가죽이 아니라서요	0
저희는 돈가스 종류는 없어요 메뉴에 차슈 올라가는 거고요 규동은 보이시는 게 다예요	0
방 하나 주시고 얼마죠?	1
친구들끼리 싸우고 그러면 어떻게 해주시나요?	1
호박이 보이는데 호박을 넣었나요? 	1
레띠라는 제품인데 자연 유래 성분이 많이 들어간 좋은 제품입니다	0
실버인데 금으로 도금해 놓은 거예요	0
시럽은 좌측에 준비되어 있습니다	0
이건 얼마예요?	1
커트는 얼마에요?	1
예	0
레슨은 어느 분이 해주시는 건가요?	1
색깔은 네이비 계통이었으면 해요	1
네	0
네, 찍어드릴게요	0
잠시만 기다려 주세요	0
소시지 빵은 이천 원이에요	0
주문은 기존에 취급하는 식품들만 하고 있어요	0
신분증 주시면 반납하실 때 드릴게요	0
네, 6개 사시면 박스 포장해드려요	0
겨울에는 아침 10시부터 밤 10시 반까지 해요	0
방 하나 남아 있어요	0
블랙 와인 그린 색 이렇게 세 종류 있습니다	0
에센스나 세럼 이런 거는 주름 개선 돼요?	1
이 크로스백은 가죽이에요?	1
멸치국수입니다	0
아침 점심 저녁 식사 30분 후에 드시면 됩니다	0
덩치가 많이 큰데 큰 건 없죠?	1
네, 세 개가 요즘에 다 나갔는데 연락처 주시면 연락드릴게요	0
오학년 애도 조금 있나요?	1
요 가방은 얼마예요?	1
화장실 몇 층에 있나요?	1
니트 3만 8천 원이면 여기서 10% dc 된다 그죠?	1
혹시 계산은 카드도 가능한가요?	1
네 아무도 없습니다	0
그럼 XL 사이즈로 포장해주세요	1
네 만 이천 원입니다	0
선물포장도 되나요?	1
이 상가 주위에 어떤 점포들이 있어요?	1
네 돈가스요	0
이불도 세탁해줘요?	1
조금만 기다려 주세요	0
세안용품은 별도로 구매하셔야 해요	0
온돌 객실 아니면 퀸사이즈 침대 하나랑 더블 사이즈 침대 하나 있는 객실이 있어요	0
교재비는 따로 할인되는 거 없죠?	1
수수료는 몇 프로인가요?	1
한강에서 주문할 수 있나요?	1
국거리용은 300g 정도 사시면 충분하실 거예요	0
어디서 입어봐요?	1
매장에서 만든 거예요	0
아 가능해요	1
체육복인데 삼 센티 수선하는데 얼마에요?	1
네 이쪽에 있습니다	0
B약이 위에 괜찮은 제품이에요?	1
노형동이랑 연동 시세 비교 좀 해 주실래요?	1
태권도 학과 지원하는데 필요한 수업이 따로 있을까요?	1
저기 있습니다	0
포장은 금방 나오나요?	1
네 잠시만 기다려주세요	0
베이글과 동일하게 2000원입니다	0
이 백 다른 컬러도 있나요?	1
굽이 몇 센치예요?	1
햄에그치아버터랑 크로크마담은 재료가 뭐예요?	1
적립되는 카드 뭐 이런 건 없죠?	1
제트스파를 이용한다면 주말에 십사만원인데요	0
네, 거의 거주자예요	0
네, 치즈예요	0
이거는 어느 회사 건데요?	1
학생 미니 지갑 찾는데 없나요?	1
네 보여드릴게요	0
1등급 한우인 경우, 안심은 2만 원 정도 해요	0
큐빅은 뭘로 붙여 놓은 거예요?	1
길이가 어중간해서, 엉덩이까지 자를 수 있어요?	1
테이블 마감 하셨나요?	1
테스트 보고 시작하나요?	1
네 있습니다	0
저희 두 명이고 방 2개 잡고 싶은데 가능한가요	1
영양크림은 오만 사천 원이요	0
아파트 매매가격이 그렇게 안내린 거 같다?	1
언제 만든 떡이에요?	1
차 타고 20분 정도 걸려요	0
떡케이크는 찰떡이 들어가요	0
스물두평하면 조금 전 말한 #주소#에 수리가 잘 되어있는 집 있거든요. 완벽한 거 사층에 있는데 그게 일억 팔천으로 나와 있고요	0
거기 유료주차장이에요	0
지금 행사기간인가요?	1
일제로 쓰고 있어요	0
#주소#는 24평 정도면 얼마 정도 해요?	1
이것은 48만 8천 원이에요	0
적립도 해주세요	1
빨대 드리겠습니다	0
아홉 시에 시작합니다	0
지금 나오는 귤은 새콤하지 않고 다 달아요	0
네 1병 서비스로 드릴게요	0
네 배달은 15분 정도 걸려요	0
그런데 이 베이지보다는 검은색을 많이 하죠?	1
이틀 오니까 2시간 반 정도 해야겠네요	0
한 명 추가비 얼마정도?	1
네	0
5000원입니다.	0
혹시 음료 말고 다른 디저트 제공도 되나요?	1
네, 자유롭게 이용하시면 돼요	0
한 시간이에요 한 시간 반이에요?	1
라떼인가 있는 것 같던데	1
궁금하신 점 있으면 언제든 물어보세요	0
사진에 있는 게 밀크티 라떼죠?	1
잔금은 언제 까지 처리해드려야 되나요?	1
최대 몇 개까지 추가 베드 받을 수 있나요?	1
스테이크만 먹고 싶은데 뭘 어떻게?	1
네	0
네, 그 사이에 오시면 되세요	0
이번 주 영업은 언제 언제 하나요?	1
결제 때문에 담당자분 만나고 싶은데 어디 있어요?	1
이 가방 하나에 칠만 구천 원이 아니에요?	1
혹시 이월 상품들은 할인이 따로 들어가 있나요?	1
#주소#하면 #주소#도 재건축 해야 해요	0
교재비는요?	1
지금 물건이 있을 때까지 해요	0
하루 더 숙박하려고 했는데, 취소하는 사람 없을까요?	1
교재 뭘로 해요?	1
이 향수는 향이 강하지 않나요?	1
아니요 아이리쉬 커피는 판매하지 않습니다. 	0
3~40분이요	0
금방 나와요	0
방금 티비에서 광고한 덴트리 치약있어요?	1
천혜향 한 박스에 사만 원입니다.	0
여기 있습니다	0
저희는 365일 해요	0
개인 룸 내에 마련된 바비큐 장소에서 하시면 돼요	0
밥 먹기 전에 먹어도 되나요?	1
네 있습니다	0
네 30분 정도 걸리니 나중에 따로 찾으러 오셔도 됩니다	0
네 아이스 카페모카 한 잔 블루베리 베이글 결제 도와드릴게요	0
네 잠깐만 기다려 주세요	0
달기보단 민트향이 강하게 나요	0
중3은 한 반은 내신 집중 반이고요 한 반은 특목반이고요	0
네, 브레첼은 버터를 넣으려면 빵이 좀 식어야 해요	0
혹시 잔돈 있으신가요?	1
카페는 몇 시에 문이 여나요?	1
명품옷 드라이도 되나요?	1
네 멤버십 카드 주시면 도와드리겠습니다	0
프린트하려면 어떻게 해야 하나요?	1
어린이 회화반에서 기본 교재를 다 마스터하는 게 6개월 과정인가요??	1
체크아웃은 11시 30분입니다	0
대실은 3만 원이에요	0
네 그렇게는 안되는 걸로 알고 있어요	0
세탁물 수거는 몇 시에 와요?	1
네 맞으니 말씀해주세요	0
6시 넘어서 오시면 되고, 체크아웃은 12시에서 1시 사이면 돼요	0
스킨 가격대가 어떻게 돼요?	1
이거는 그거 아닙니까? 고추장에	1
검은색 청바지도 삼만원인가요?	1
체크인은 오후 4시부터에요	0
예	0
그건 평일 요금이고 주말에는 2만 5천 원이에요	0
8시까지 해요	0
잠깐 앉아서 기다리세요	0
예 시원하죠	0
홈페이지에 가격이 나와요?	1
목걸이도 있습니다	0
쇼핑백은 따로 없나요?	1
아이스 아메리카노 숏사이즈로 돼요?	1
거기 가면, 대게 먹을 데는 많나요?	1
아파트 전세는 없고, 월세는 하나 있고, 매매는 여기 12층 건물 2층에 29평인데 급매라서 2억 3천만 원도 가능해요	0
에이에스 비용 따로 줘야 돼요?	1
남향이 좋죠. 급매가 거의 다 팔려 있다 보니 이제 없어요	0
지금 방 있나요?	1
감사합니다	0
이 제품은 12만 원이에요	0
일주일 정도 걸립니다	0
50분 지속돼요	0
빵을 선택할 수 있나요?	1
4월 주말에 예약이 가능한가요?	1
계약금이 500만 원인데 금액 확인하셨나요?	1
네 20분 뒤에 오셔서 성함 다시 한번 말씀해 주세요	0
야채는 당근이랑 감자랑 양파랑 이런 거 들어가고요 떡이랑 당면 같이 들어가요	0
어떤 유산균은 먹으면 달아서 못먹겠던데, 단맛이 나나요?	1
이 사진처럼 변신해보고 싶은데요	1
활명수 있나요?	1
네	0
이 향수들 중에서 그 향수가 가장 나아요	0
흰색 보여주세요	1
없어요 그거 하나 남았어요	0
주차는 가게 앞쪽에 주차라인 있는 곳과 뒤편에 공터가 있습니다	0
12시에 마감이에요	0
열 명해도 똑같아요 무조건 1인분으로 계산하기 때문에 깎아주는건 아닙니다	0
청소년들은 몇 시까지 이용가능한가요?	1
자리에서 흡연 가능한가요?	1
요것도 신어 보일 수 있어요?	1
네 가능합니다	0
내부 시설과 방 넓이에 차이가 있어요	0
네, 번호 입력해주세요	0
제일 잘 나가는 돈가스는 어떤 거예요?	1
네 바로 준비해드리겠습니다	0
네, 뭇국이랑 장조림 드릴게요	0
이 지역 지하철 공사 완공이 언제일까요?	1
밀감 한 박스가 몇 킬로에요?	1
가격이나 이런 거는 프런트에서 답변을 못 주시는 거예요?	1
더 저렴한 라인으로 보고 싶어요	1
휴무일은 목요일입니다	0
혹시 후불도 가능한가요?	1
요금은 한 시간에 얼마 정도 하나요?	1
이틀 연속 자야해서요 조금 더 DC해 줄 수 있나요?	1
그럼 짧은 파마는 얼마에요?	1
5000원이요	0
흑백은 200원이고 칼라는 500원입니다	0
포켓볼도 되나요?	1
드라이클리닝 하시면 됩니다	0
밤 열시 반까지 하시면 돼요	0
포인트 적립도 되나요?	1
네 잠시만 기다려주세요	0
세 개예요	0
5천 원입니다	0
네 여기 있습니다	0
입구 앞쪽에 기계에 하시면 됩니다	0
약 하나는 빼 주기로 했는데 빼진 거 맞는지 확인 해 주세요	1
버섯불고기 비빔밥은 국물이 따로 나오나요?	1
짐을 맡겼는데, 호텔에서 분실되면 어떻게 되나요?	1
체인점 입니까?	1
이 시루떡은 얼마에요?	1
이거 검은 티 얼마예요?	1
이 신발은 어떻게 신는 건가요?	1
녹차라떼라고 연유 들어간거 있구요 바날라라떼 모카라떼 카라멜 마끼야또 아니면 초콜렛 들어가는 초콜렛 모카랑 카페모카있습니다	0
커피 한 잔 받으세요	0
저희가 생강청을 직접 담궈서 메뉴로 만들어 보았어요	0
배는 한 상자에 얼마씩 해요?	1
귤 한 소쿠리에 삼천 원이에요	0
네 안 받아요	0
이런 것은 자주 할 필요는 없어요	0
성인 두 명하고 학생 한 명 하고 삼인이 다 이용할 수 있나요?	1
대체적으로 젊으신 분들은 투블록 스타일 많이 하시더라고요	0
네  회원가입해주셔야 해요	0
네 얼음 드릴게요	0
5년은 됐을 겁니다	0
안되면 재시험 같은 거 하나요?	1
옷을 교환하려고 하는데요	1
카드 결제 도와드릴게요	0
빅맥 뭐죠?	1
네 고맙습니다	0
몇%까지인데요?	1
가격은 600원 정도 더 내세요	0
여기 흡연실도 있나요?	1
반지나 목걸이 중에 골라보세요	0
아침 8시부터 밤 11시까지합니다	0
네	0
명절에는 휴무 안 해요?	1
빵은 메뉴판에 없어요?	1
주차장이 바로 여기죠?	1
사장님 밍크 옷 수선되나요?	1
콩쿠르 시기는 언제쯤 있어요?	1
정확한 견적은 직접 오셔서 입어보셔야 알 수 있습니다	0
네 알겠습니다	0
요금은 한 시간에 얼마정도에요?	1
요 줄문의 제품은 얼마예요?	1
가격대는 어떻게 해요?	1
토익점수를 높이기 위한 비법이 있으면 가르쳐주세요	1
지금 예약해주시겠어요?	1
네 예약하셔야 해요	0
혹시 서비스 있나요?	1
콜라는요?	1
가격은 얼마나 하나요?	1
15000원입니다	0
권리금은 있나요?	1
함께 써도 괜찮은데, 그 방은 있어요?	1
오메가3는 보통 어른들이 먹는 거 아닌가요?	1
저 3번 자리인데 30분 추가해주세요	1
치즈 케이크는 다 팔렸습니다	0
계약서는 부동산에서 작성해야 되나요?	1
이천햅쌀라떼가 뭐죠?	1
둘 중에 어떤 게 더 잘 나가요?	1
자차 이동 시에 발레파킹 해주시나요?	1
수업 시간은 언제예요?	1
이거는 가격 얼마예요?	1
고급 단계는 몇 개월 과정인가요? 	1
이거보다 한 사이즈 큰 걸로 입어볼게요	1
요거는 검은색이 없어요?	1
여기는 밤 자체를 그냥 넣으시는거에요?	1
포장으로 바꿀 수 있나요?	1
제휴 할인 카드는 따로 있나요?	1
회원 등록은 어디서 할 수 있나요?	1
스테이크용 소고기는 6700원이에요?	1
꽤 오래 운영하신 걸로 아는데 왜 임대 나온 건가요?	1
모시송편은 얼마예요?	1
플렛 화이트 아이스도 있나요?	1
네 두개 있습니다	0
아하 색깔은 무슨 무슨 색 있어요?	1
생긴지 얼마나 됐어요?	1
십오분이면 나와요	0
안내해 드릴게요	0
현재 비어있는 상황이라 언제든지 들어오실 수 있습니다	0
색상은 이거 하나뿐이에요?	1
이 옷도 똑같이 십 삼만 원이고, 저 옷은 십 이만 원까지 세일해 드려요	0
적합한 게 있습니다	0
곰피는 얼마부터 팔아요?	1
요즘엔 이 금귀걸이가 잘 나가요	0
네 맞습니다	0
얘는 그래서 얼마에요?	1
그래도 아직 소문뿐이라서 알 수가 없어요	0
네, 한 분당 15000원씩입니다	0
네 500원만 추가하시면 가능하십니다	0
이거는 재료가 뭐뭐 들어가는거에요?	1
빵도 여기서 만드는 거예요?	1
홈페이지에서 구입할 수 있나요?	1
포인트 적립을 몇 퍼센트 해 주세요?	1
이번에 비가 많이 와서 과일 값이 좀 올랐어요.	0
여기는 브랜드가 뭐에요?	1
소고기 있나요?	1
네. 다 직접 만들어요.	0
샷은 몇 개 들어가나요?	1
회원가입하면 포인트 적립 가능합니다	0
지금도 머리가 상했는데 매직 가능 한가요?	1
부동산하고 가까운 아파트는 어디가 있죠?	1
